child_id,child_age_group,count_children_present
ID_1VKKWZZVF,50-59 months,29.0
ID_VXIJTFO34,50-59 months,29.0
ID_WSFUGZTEK,50-59 months,29.0
ID_6EJKUJA60,50-59 months,29.0
ID_CD5BHRXGX,50-59 months,29.0
ID_APR7SXBQ9,50-59 months,29.0
ID_BPTUPPVRM,50-59 months,29.0
ID_G4UUSIWC9,50-59 months,29.0
ID_RL9V42ZCB,50-59 months,29.0
ID_KLMM4ZPNE,50-59 months,29.0
ID_ISBKLCXAT,60-69 months,40.0
ID_HL8GTHMRZ,50-59 months,29.0
ID_JXELQ7DA2,50-59 months,29.0
ID_Z0YLY4357,50-59 months,29.0
ID_QP0YZA11B,50-59 months,29.0
ID_WGSMK4NJ8,50-59 months,29.0
ID_FKHXQGI8D,50-59 months,29.0
ID_ETHIMMMRX,50-59 months,29.0
ID_ZT2KGJJOK,50-59 months,29.0
ID_XL3NTYXYF,60-69 months,40.0
ID_U6I0QJ4VC,50-59 months,29.0
ID_QH8T79BEJ,60-69 months,40.0
ID_KSNCGTHZR,50-59 months,29.0
ID_M2GQ9R70F,50-59 months,29.0
ID_LAU4REXMQ,60-69 months,40.0
ID_7IMCPBJ0F,50-59 months,29.0
ID_8HPH9FFPS,50-59 months,29.0
ID_Q5S9C8XWU,50-59 months,29.0
ID_Z7UPS9FF9,50-59 months,29.0
ID_OLF029DI6,60-69 months,40.0
ID_DBR9E76NN,60-69 months,40.0
ID_200WY4642,50-59 months,29.0
ID_VKDHBBVL2,60-69 months,40.0
ID_99J9C0EYB,50-59 months,29.0
ID_VQNUBVHTW,50-59 months,29.0
ID_4S9UJ5KNW,50-59 months,29.0
ID_STSHABMFF,60-69 months,40.0
ID_N6IO3MBZM,50-59 months,29.0
ID_XTARCEDQC,50-59 months,29.0
ID_FD5S5PP3R,50-59 months,29.0
ID_OWZTFB4GD,50-59 months,29.0
ID_3P8OMKGKM,50-59 months,29.0
ID_88OT5OWLM,50-59 months,29.0
ID_IUZYBLUZG,50-59 months,29.0
ID_00WATQ5BZ,50-59 months,29.0
ID_3ELOQHTMB,50-59 months,29.0
ID_3GQWYFFEU,50-59 months,29.0
ID_C0XQPH2DE,60-69 months,40.0
ID_24ET9G0AB,50-59 months,29.0
ID_U5G0DOH6X,60-69 months,40.0
ID_Z7QQ5Q36L,50-59 months,29.0
ID_XMT6HBEPW,50-59 months,29.0
ID_4M7R46KOW,50-59 months,29.0
ID_X1J3C3V7K,60-69 months,40.0
ID_VWD2E6UXJ,60-69 months,40.0
ID_9LOSS4K0H,50-59 months,29.0
ID_8ZLAPOMQI,50-59 months,29.0
ID_NH5EI0TRS,60-69 months,40.0
ID_X4K7YLSWP,50-59 months,29.0
ID_20TEFKFWQ,60-69 months,40.0
ID_XFR1M8WLY,60-69 months,40.0
ID_8BRQF8JMH,50-59 months,29.0
ID_1J8CA5YE7,50-59 months,29.0
ID_5SKZXYQIH,50-59 months,29.0
ID_5AVGNVAKE,50-59 months,29.0
ID_2C7JQ99CV,50-59 months,29.0
ID_INGYB5AEY,50-59 months,29.0
ID_3LKM3HRL6,50-59 months,29.0
ID_VK01T2RNR,50-59 months,29.0
ID_GIJO76KH5,50-59 months,29.0
ID_6CTJ5MW10,50-59 months,29.0
ID_LCLKARLAI,50-59 months,29.0
ID_NNBAHZND9,60-69 months,40.0
ID_BHFB40744,60-69 months,40.0
ID_2C3UQSP66,50-59 months,29.0
ID_7CIY18PMZ,50-59 months,29.0
ID_TYXPBHSAX,50-59 months,29.0
ID_IBDP5K6VK,60-69 months,40.0
ID_933DC8R88,60-69 months,40.0
ID_4GSHWFLUQ,50-59 months,29.0
ID_41PDOFETW,50-59 months,29.0
ID_H0U8KD8PQ,60-69 months,40.0
ID_Y9IXB93NJ,50-59 months,29.0
ID_I2L8NN1FW,50-59 months,29.0
ID_0P1ZD917O,50-59 months,29.0
ID_D9KC4OURA,60-69 months,40.0
ID_3YGT0TUY3,60-69 months,40.0
ID_WEYK46ZOI,50-59 months,29.0
ID_GNIP5I6ME,50-59 months,29.0
ID_70WWR78HQ,50-59 months,29.0
ID_1266079I4,60-69 months,40.0
ID_7VUPBLM0O,50-59 months,29.0
ID_F6SUP2JYE,50-59 months,29.0
ID_XMJNGTEB3,60-69 months,40.0
ID_JR16XEQLN,60-69 months,40.0
ID_35TVRFMN7,50-59 months,29.0
ID_U8CN9VE3M,50-59 months,29.0
ID_O9B8RBXIK,50-59 months,29.0
ID_X84Q51390,50-59 months,29.0
ID_2ZC972Y9C,60-69 months,40.0
ID_G1W09AFTV,50-59 months,29.0
ID_7533SABRZ,50-59 months,29.0
ID_G968JO4I5,60-69 months,40.0
ID_O37FFKY4L,60-69 months,40.0
ID_WVRV67863,60-69 months,40.0
ID_1LFOQT5IW,50-59 months,29.0
ID_DGY95E48R,50-59 months,29.0
ID_BXIMR3L75,60-69 months,40.0
ID_G8AO04FQS,60-69 months,40.0
ID_S1G0HK5EY,50-59 months,29.0
ID_ZMJ5U8E6V,50-59 months,29.0
ID_3X0IGYR58,50-59 months,29.0
ID_V65NQ70NJ,60-69 months,40.0
ID_ZVBA3ASJ3,60-69 months,40.0
ID_M8I1WTH1T,60-69 months,40.0
ID_55M7ZE6B7,50-59 months,29.0
ID_E327Y5UWM,50-59 months,29.0
ID_6MJBBJR79,50-59 months,29.0
ID_SQ4S9Q9T2,60-69 months,40.0
ID_QMO7FB2GH,50-59 months,29.0
ID_LBB27HVOK,50-59 months,29.0
ID_BX54M9M0B,60-69 months,40.0
ID_VB1D1X3LZ,50-59 months,29.0
ID_A3DAW2MKA,50-59 months,29.0
ID_7KOQ4Y72O,50-59 months,29.0
ID_KVZ65FTQN,50-59 months,29.0
ID_0A0EOOD77,50-59 months,29.0
ID_FP4CBJ502,50-59 months,29.0
ID_8KJU5SJ8L,50-59 months,29.0
ID_GOGESACBV,60-69 months,40.0
ID_SRF3IWPOW,50-59 months,29.0
ID_8JJIG2LS3,50-59 months,29.0
ID_1K3Z6CUAD,60-69 months,40.0
ID_LNUKVPE1P,50-59 months,29.0
ID_XZ1DGCPUN,50-59 months,29.0
ID_SZ64V9504,60-69 months,40.0
ID_I9LYBH798,60-69 months,40.0
ID_YF8J5WK05,50-59 months,29.0
ID_UQ7M3YZIT,60-69 months,40.0
ID_BEN9VCR0Z,50-59 months,29.0
ID_21J03JWZ0,50-59 months,29.0
ID_5Q4YBUJXD,60-69 months,40.0
ID_LSRCE1KJ4,60-69 months,40.0
ID_XW7Q98M36,50-59 months,29.0
ID_CJ0PZFM0J,50-59 months,29.0
ID_XW0WR6RLA,50-59 months,29.0
ID_7T0ASXFUN,50-59 months,29.0
ID_UXCRMHXN0,50-59 months,29.0
ID_GSGOOTER3,50-59 months,29.0
ID_RXNQDJ2TL,50-59 months,29.0
ID_QETVH4J4Z,50-59 months,29.0
ID_WHNJ3BC13,50-59 months,29.0
ID_HSVRZOT09,50-59 months,29.0
ID_U5NMOJZO7,50-59 months,29.0
ID_LD0RX4X3X,60-69 months,40.0
ID_YCHJD1E6Y,50-59 months,29.0
ID_L94P8Y71C,50-59 months,29.0
ID_ZGA3SFSIU,50-59 months,29.0
ID_U42A8AYCM,60-69 months,40.0
ID_37GM5XPRV,60-69 months,40.0
ID_YL7Z3PZLU,60-69 months,40.0
ID_OLFHBOC3S,50-59 months,29.0
ID_1Q4CHVYR1,50-59 months,29.0
ID_5VL4FLMO7,60-69 months,40.0
ID_5DK6NPLOP,50-59 months,29.0
ID_TVTJGVK1D,60-69 months,40.0
ID_A92GAY5J5,50-59 months,29.0
ID_IKHPW8XR1,60-69 months,40.0
ID_CZMONFI0S,50-59 months,29.0
ID_62HG3GJI3,50-59 months,29.0
ID_4F0XKV6PP,50-59 months,29.0
ID_16INU9WXI,50-59 months,29.0
ID_2QFWQ8T0K,50-59 months,29.0
ID_WKSK5URGW,50-59 months,29.0
ID_E11CVZ5GG,50-59 months,29.0
ID_5XR6QYFAL,50-59 months,29.0
ID_V178CR07Q,50-59 months,29.0
ID_O09W3JYGN,50-59 months,29.0
ID_E67X3ZZSW,60-69 months,40.0
ID_A4YGF7F21,50-59 months,29.0
ID_PKP39RNKD,50-59 months,29.0
ID_E8NZE9805,50-59 months,29.0
ID_OEN984UD7,60-69 months,40.0
ID_JEZADBDRF,50-59 months,29.0
ID_S82189GH9,50-59 months,29.0
ID_M9RYQ6YRJ,50-59 months,29.0
ID_LLH7Q30NV,50-59 months,29.0
ID_7ROXAE86M,60-69 months,40.0
ID_JNQR0PX9F,50-59 months,29.0
ID_73V03YBPI,50-59 months,29.0
ID_QVOID4AD5,50-59 months,29.0
ID_4RMS9RUYZ,60-69 months,40.0
ID_UZ3O90DZC,50-59 months,29.0
ID_1HRKDUE1G,60-69 months,40.0
ID_6NUK5DGVT,50-59 months,29.0
ID_Q8DSIIXAV,50-59 months,29.0
ID_QUOIIF79C,50-59 months,29.0
ID_MKCKODS2E,50-59 months,29.0
ID_RVFGKOZ14,50-59 months,29.0
ID_QGROF7D36,50-59 months,29.0
ID_WPRN61WG8,60-69 months,40.0
ID_WN91SCKNI,60-69 months,40.0
ID_F4SN9KO57,60-69 months,40.0
ID_3T7IJ9KG4,50-59 months,29.0
ID_81G7TE66N,50-59 months,29.0
ID_QDB7MZ1GB,50-59 months,29.0
ID_J6BU59NLA,50-59 months,29.0
ID_R4TR65U7Y,50-59 months,29.0
ID_GYLG7Y1N2,50-59 months,29.0
ID_246LTHX3R,50-59 months,29.0
ID_885U5T59M,50-59 months,29.0
ID_UCL75BQIC,50-59 months,29.0
ID_2SYIQ0V2V,50-59 months,29.0
ID_IIO76AFYC,60-69 months,40.0
ID_N7PPEKBKD,60-69 months,40.0
ID_EXPLK23GW,50-59 months,29.0
ID_JWQTHPZFB,60-69 months,40.0
ID_ZP0SPIZCN,50-59 months,29.0
ID_HUKBPLPVK,50-59 months,29.0
ID_8IPRDG95I,50-59 months,29.0
ID_9NDRGTBTD,50-59 months,29.0
ID_PH6V6MO0E,60-69 months,40.0
ID_DQOU6ANA2,50-59 months,29.0
ID_6J4QHAZJX,50-59 months,29.0
ID_L7IR6XDP3,50-59 months,29.0
ID_ZGX6P1CLU,50-59 months,29.0
ID_ZKGD4S0RV,50-59 months,29.0
ID_6HMHQWEP9,60-69 months,40.0
ID_DDE2KDMGI,60-69 months,40.0
ID_59KAR1Y1Z,50-59 months,29.0
ID_T5JDN6L0F,60-69 months,40.0
ID_N7O1F7MOZ,50-59 months,29.0
ID_CU2ZXH3QZ,50-59 months,29.0
ID_IFMNR2Y3Y,50-59 months,29.0
ID_G7B4K5HBW,50-59 months,29.0
ID_QN1TQUPY5,50-59 months,29.0
ID_687017PDK,50-59 months,29.0
ID_QD14CSWY6,50-59 months,29.0
ID_022SL9WM2,60-69 months,40.0
ID_JFQ778WXY,50-59 months,29.0
ID_SUNJIDXC0,50-59 months,29.0
ID_EHHPIYYXZ,50-59 months,29.0
ID_QEX65VUXD,50-59 months,29.0
ID_9A59YJFH7,60-69 months,40.0
ID_E1TJNG2T9,50-59 months,29.0
ID_29F391L10,50-59 months,29.0
ID_XVDAKWJSI,50-59 months,29.0
ID_3D44SN2EO,60-69 months,40.0
ID_G8T9QNHCO,50-59 months,29.0
ID_AMOV5JL2F,50-59 months,29.0
ID_UY5QTPTMD,50-59 months,29.0
ID_3VF6TPJ5I,50-59 months,29.0
ID_WM7WGO9O5,50-59 months,29.0
ID_QN4WHPN9C,50-59 months,29.0
ID_8NYGCX9C9,60-69 months,40.0
ID_EDN5LLDBP,60-69 months,40.0
ID_GDLGCAVJS,60-69 months,40.0
ID_ORRARZKXZ,50-59 months,29.0
ID_OB8UKL2SL,50-59 months,29.0
ID_BGYGZ9SXL,60-69 months,40.0
ID_0AWOELNBM,50-59 months,29.0
ID_JWP03TBNE,50-59 months,29.0
ID_TWISJ919E,50-59 months,29.0
ID_DIPY9920S,50-59 months,29.0
ID_XETFYUOVW,50-59 months,29.0
ID_1ZRLCV6K4,60-69 months,40.0
ID_4B84ZY2AV,50-59 months,29.0
ID_A6OUSZ4KN,50-59 months,29.0
ID_Y2461QCU0,60-69 months,40.0
ID_8CBJLAM4T,50-59 months,29.0
ID_A1488CYXN,60-69 months,40.0
ID_IBG7FXDRY,60-69 months,40.0
ID_T051OALII,50-59 months,29.0
ID_KHABEECEQ,60-69 months,40.0
ID_9CADQAUTY,50-59 months,29.0
ID_A5AWHWCN9,50-59 months,29.0
ID_VF3FIJSGK,50-59 months,29.0
ID_AGXA3J3ZE,50-59 months,29.0
ID_ARPGVW5AQ,60-69 months,40.0
ID_F4WW8K3GD,60-69 months,40.0
ID_3EBEVQTKA,50-59 months,29.0
ID_WD8YV72X0,50-59 months,29.0
ID_TTNSUTPN2,60-69 months,40.0
ID_5D5JEJD7Q,50-59 months,29.0
ID_N3K4C40OG,50-59 months,29.0
ID_CE4NNJJQD,50-59 months,29.0
ID_8WWODPW5V,60-69 months,40.0
ID_T9XKRAVPG,50-59 months,29.0
ID_32CIOYJ4G,50-59 months,29.0
ID_9DFSV04QV,50-59 months,29.0
ID_095N1B24J,60-69 months,40.0
ID_SE6MTHNYF,50-59 months,29.0
ID_PALKFNIO2,50-59 months,29.0
ID_A1T0BWA29,60-69 months,40.0
ID_QJM13AZMR,60-69 months,40.0
ID_Y2FCZOBM6,50-59 months,29.0
ID_IACMQ49HG,50-59 months,29.0
ID_HH4QQ6RQ3,50-59 months,29.0
ID_56MNYVU6C,60-69 months,40.0
ID_T41NB5B05,50-59 months,29.0
ID_E9VLKABFT,60-69 months,40.0
ID_Z0GT5WEIG,50-59 months,29.0
ID_P735J81LT,60-69 months,40.0
ID_6PE8EKPEF,60-69 months,40.0
ID_J24UGR99L,50-59 months,29.0
ID_WJEIU9301,50-59 months,29.0
ID_6ZX9TX48D,50-59 months,29.0
ID_A1QNRGT4E,60-69 months,40.0
ID_VP11PYA9Q,50-59 months,29.0
ID_NDV9NDL60,50-59 months,29.0
ID_F6LHR8I3O,50-59 months,29.0
ID_RET3VOR7X,60-69 months,40.0
ID_QDY02CE3D,50-59 months,29.0
ID_8447EKF1B,50-59 months,29.0
ID_LV9QR1HEJ,60-69 months,40.0
ID_BO4NQ0NZ0,50-59 months,29.0
ID_KIVHZM6Q4,60-69 months,40.0
ID_W9SUXEV46,60-69 months,40.0
ID_7M2188YZG,60-69 months,40.0
ID_YZWZSWVER,50-59 months,29.0
ID_UFPUZTV2J,60-69 months,40.0
ID_8W6ZCFWCT,50-59 months,29.0
ID_A6B3HE38V,50-59 months,29.0
ID_LFVG9KOUR,60-69 months,40.0
ID_P3K9Y3YEC,50-59 months,29.0
ID_0O62153SF,50-59 months,29.0
ID_UAH4YCXOR,50-59 months,29.0
ID_U1A0NSCEO,60-69 months,40.0
ID_7CSZ3M2HP,50-59 months,29.0
ID_ST6LWGC5Y,60-69 months,40.0
ID_Z0YG3M1G7,60-69 months,40.0
ID_E0KMA0INI,50-59 months,29.0
ID_NE5821S8V,50-59 months,29.0
ID_H2CQ5QVRX,60-69 months,40.0
ID_J5MPQAFGU,50-59 months,29.0
ID_A877SY9CU,50-59 months,29.0
ID_5HM7FVEOP,50-59 months,29.0
ID_VEV3HS7E5,50-59 months,29.0
ID_JF4B16J9Y,60-69 months,40.0
ID_AWPFVIPYF,60-69 months,40.0
ID_XVSFYZUUH,50-59 months,29.0
ID_GT52Z5N77,50-59 months,29.0
ID_DTMUKT8FH,50-59 months,29.0
ID_27M79NP1F,60-69 months,40.0
ID_M8RIVG85J,50-59 months,29.0
ID_TP6A7FLI8,50-59 months,29.0
ID_XNAL2GFGM,60-69 months,40.0
ID_93J83MK2J,50-59 months,29.0
ID_Q3MUPHF5R,60-69 months,40.0
ID_06BSGI6YN,50-59 months,29.0
ID_5NCMWS7JR,50-59 months,29.0
ID_OE9AXBPD8,60-69 months,40.0
ID_DVPJ4AWSJ,50-59 months,29.0
ID_3JTDDOJZ5,50-59 months,29.0
ID_65VLK7GSP,60-69 months,40.0
ID_688G4IT34,50-59 months,29.0
ID_AGCHS038U,60-69 months,40.0
ID_GE97D4GAN,50-59 months,29.0
ID_J7KF8CREW,50-59 months,29.0
ID_WTHVIYPNP,50-59 months,29.0
ID_PPBIT1DW0,50-59 months,29.0
ID_4N0BD8SI8,50-59 months,29.0
ID_79V8ETYCJ,60-69 months,40.0
ID_NQS0D0QAK,50-59 months,29.0
ID_AK05I9IKO,50-59 months,29.0
ID_AWE6ZZVGA,60-69 months,40.0
ID_UNIER2OIU,60-69 months,40.0
ID_T39ONHYEZ,60-69 months,40.0
ID_KZMEH295Q,60-69 months,40.0
ID_1X78TV4L3,50-59 months,29.0
ID_DPFAGG8IH,50-59 months,29.0
ID_06LOV8OK4,50-59 months,29.0
ID_RP46JPEBS,60-69 months,40.0
ID_WTJOOA7AH,50-59 months,29.0
ID_79M39C993,50-59 months,29.0
ID_11F9C2U63,50-59 months,29.0
ID_2E5T816PM,60-69 months,40.0
ID_7ZQ1AKA4S,50-59 months,29.0
ID_6MDJJSNHT,50-59 months,29.0
ID_E0TLXBRIR,60-69 months,40.0
ID_3FAL3GHK8,50-59 months,29.0
ID_W55L6DYEH,50-59 months,29.0
ID_IBZTXZLCP,60-69 months,40.0
ID_W7LLUZ2MI,60-69 months,40.0
ID_7UXVJS9BR,50-59 months,29.0
ID_C4HF20Q0V,50-59 months,29.0
ID_Z0OFLS4SP,60-69 months,40.0
ID_A0KSEGDCW,50-59 months,29.0
ID_9WE2WES9L,50-59 months,29.0
ID_MLY7DR9P4,60-69 months,40.0
ID_K6UM7I0G0,50-59 months,29.0
ID_9IFOLB29C,60-69 months,40.0
ID_QIOE13YV5,50-59 months,29.0
ID_IBM1MQK05,60-69 months,40.0
ID_SRWF0NR7Y,50-59 months,29.0
ID_K5YEKJN7O,50-59 months,29.0
ID_LIUDZ15YX,50-59 months,29.0
ID_P6I2A0NIH,60-69 months,40.0
ID_1IOU7GKJN,50-59 months,29.0
ID_8P374R7PV,60-69 months,40.0
ID_7GWW6TYLW,60-69 months,40.0
ID_BQI3B84TC,50-59 months,29.0
ID_36EM29FGE,50-59 months,29.0
ID_DFTCSTHXY,60-69 months,40.0
ID_CXE1KN88W,60-69 months,40.0
ID_XPH74OIUR,50-59 months,29.0
ID_RC1XRBHYD,60-69 months,40.0
ID_F4TM27AZK,60-69 months,40.0
ID_YGQNOL0R0,60-69 months,40.0
ID_IJQJFD5U6,50-59 months,29.0
ID_V09LBPHFS,50-59 months,29.0
ID_XHZ5J40SR,50-59 months,29.0
ID_JCD49NTDR,50-59 months,29.0
ID_OAAGSQZDY,60-69 months,40.0
ID_BL4DPV1PJ,50-59 months,29.0
ID_NSPUIX7YI,50-59 months,29.0
ID_TL4H6S81B,50-59 months,29.0
ID_SE37CLO0L,50-59 months,29.0
ID_VI4UQKOPJ,60-69 months,40.0
ID_GUBM1U5IV,50-59 months,29.0
ID_Y8VG96J65,60-69 months,40.0
ID_WPP1ITXOH,60-69 months,40.0
ID_4LVXBCSUV,50-59 months,29.0
ID_ELOJ363ZQ,50-59 months,29.0
ID_ZEI8WMU3Z,50-59 months,29.0
ID_C0U4D6N4K,60-69 months,40.0
ID_CF5OR8CJG,50-59 months,29.0
ID_9EK0MS0B6,50-59 months,29.0
ID_OL06ODZAO,50-59 months,29.0
ID_1H8L6OGVM,50-59 months,29.0
ID_V2VBG8VNX,50-59 months,29.0
ID_V7JUZS849,50-59 months,29.0
ID_XIC2V6ZGK,60-69 months,40.0
ID_QPP1SNK1D,50-59 months,29.0
ID_3HFLK5UB9,50-59 months,29.0
ID_U67YIVKYG,50-59 months,29.0
ID_H28TFCD7I,60-69 months,40.0
ID_9Y7X6WHEQ,50-59 months,29.0
ID_4PH14ZRYG,60-69 months,40.0
ID_L4RB7COHS,50-59 months,29.0
ID_WWRFBPVNZ,60-69 months,40.0
ID_2KR87A0PN,50-59 months,29.0
ID_SYPLT0C3T,60-69 months,40.0
ID_DPNDJ1KJ2,50-59 months,29.0
ID_HIJPIUUAC,60-69 months,40.0
ID_BUQO7BXN4,60-69 months,40.0
ID_GY934NUYA,60-69 months,40.0
ID_ZVHR9ESN1,50-59 months,29.0
ID_WW1IW4RJW,60-69 months,40.0
ID_3JVIXG25L,60-69 months,40.0
ID_YLI3QSXMG,50-59 months,29.0
ID_95X3WU1C6,60-69 months,40.0
ID_1OEYF4ZXD,50-59 months,29.0
ID_UDLV0BBNI,50-59 months,29.0
ID_G3DC5X7HR,50-59 months,29.0
ID_OC422ZHK7,60-69 months,40.0
ID_Y4VZQECI9,60-69 months,40.0
ID_084IKLA70,60-69 months,40.0
ID_T7CETSMS1,50-59 months,29.0
ID_21LBS4AOP,50-59 months,29.0
ID_TP7ZORXRB,50-59 months,29.0
ID_SVEN8V2GK,50-59 months,29.0
ID_5XRM2AXSW,50-59 months,29.0
ID_4A5EPC63J,50-59 months,29.0
ID_M631L10PG,50-59 months,29.0
ID_Y1BHCCSUI,60-69 months,40.0
ID_F4P3BFLY5,50-59 months,29.0
ID_8DE5RQ1KL,50-59 months,29.0
ID_7QTC0MPCQ,50-59 months,29.0
ID_A20MHJSYH,50-59 months,29.0
ID_C7XC6V2D6,50-59 months,29.0
ID_TTFZWYX04,60-69 months,40.0
ID_X97DEX9RJ,50-59 months,29.0
ID_AUEZ2KRLH,50-59 months,29.0
ID_4ILDQJ5P2,60-69 months,40.0
ID_CD79ZF9MQ,50-59 months,29.0
ID_WKXWQVW0A,50-59 months,29.0
ID_SVSUAVG3W,50-59 months,29.0
ID_7BDWTKPBU,50-59 months,29.0
ID_4DZ3L90LF,60-69 months,40.0
ID_02DYIWJ6U,50-59 months,29.0
ID_AIR06A5MP,50-59 months,29.0
ID_I75LEXILG,60-69 months,40.0
ID_6X63DW4JK,50-59 months,29.0
ID_6N8J1G8Y9,50-59 months,29.0
ID_MZFGWKU5S,50-59 months,29.0
ID_APUZAAI9A,50-59 months,29.0
ID_KJHSJUMRD,50-59 months,29.0
ID_IVGN4YOF3,60-69 months,40.0
ID_ENC9VU1VG,60-69 months,40.0
ID_BGM64UISS,50-59 months,29.0
ID_EPLPDHEW3,50-59 months,29.0
ID_ETKOY1RRS,50-59 months,29.0
ID_KYNKIU4S4,50-59 months,29.0
ID_CTPD3YNO5,50-59 months,29.0
ID_HZZU03HU2,50-59 months,29.0
ID_AOM42NHN7,50-59 months,29.0
ID_RJR08Y2BY,60-69 months,40.0
ID_FNG6IRMGK,60-69 months,40.0
ID_J38B8FH5Y,50-59 months,29.0
ID_OFJ80B2NT,50-59 months,29.0
ID_K2F6BRQOI,50-59 months,29.0
ID_0VXWOGMEZ,50-59 months,29.0
ID_B0OMMJCQ2,50-59 months,29.0
ID_GBZDT8E10,50-59 months,29.0
ID_LU5GZOX3M,50-59 months,29.0
ID_22DLNU41X,50-59 months,29.0
ID_8BEU2AJQZ,50-59 months,29.0
ID_9QWSN3JKO,50-59 months,29.0
ID_FBMLY83XY,50-59 months,29.0
ID_DUZA9VHNP,60-69 months,40.0
ID_PYJHMDRIN,50-59 months,29.0
ID_1QM6IVCXF,60-69 months,40.0
ID_D6RIIHNGC,50-59 months,29.0
ID_TE0OQZOW2,60-69 months,40.0
ID_UDY6ULQUV,50-59 months,29.0
ID_INSYPJ1EP,50-59 months,29.0
ID_7M8ZOSRE6,50-59 months,29.0
ID_88HZDLSPH,50-59 months,29.0
ID_T8SXHFNIO,60-69 months,40.0
ID_P571OM8T8,60-69 months,40.0
ID_RDN3HFP35,50-59 months,29.0
ID_XCQ7DIRJW,50-59 months,29.0
ID_UONMBIT52,50-59 months,29.0
ID_S39NLL5NS,50-59 months,29.0
ID_95E4ODIP0,50-59 months,29.0
ID_UGIJ3IT6H,50-59 months,29.0
ID_LSSR9TFPF,50-59 months,29.0
ID_IRXJEKEYH,50-59 months,29.0
ID_QBYIAGHMO,50-59 months,29.0
ID_3GLUNT8WG,60-69 months,40.0
ID_C8L8I0M4U,50-59 months,29.0
ID_EUJ3VS8UV,50-59 months,29.0
ID_Y3NWRM27P,60-69 months,40.0
ID_09NSLMYTD,60-69 months,40.0
ID_9ND9M9GWU,50-59 months,29.0
ID_6KIKV37EL,60-69 months,40.0
ID_U137TW8LU,50-59 months,29.0
ID_39FREO0NK,50-59 months,29.0
ID_8A4P4UGGC,50-59 months,29.0
ID_K2HK33OEW,60-69 months,40.0
ID_HAO5FTVOI,60-69 months,40.0
ID_B0H2J87OE,50-59 months,29.0
ID_6KV2I0A8T,50-59 months,29.0
ID_QATBD3WDO,60-69 months,40.0
ID_I9TMZVLYJ,50-59 months,29.0
ID_DHI56G5NR,50-59 months,29.0
ID_C2BCSBY8X,50-59 months,29.0
ID_ZMRNM921P,60-69 months,40.0
ID_G76CG76SM,50-59 months,29.0
ID_LVKKTSDRS,60-69 months,40.0
ID_7CXM0SSE5,50-59 months,29.0
ID_H94NULN3N,60-69 months,40.0
ID_B6W01HG8W,60-69 months,40.0
ID_9M5A6IPYO,60-69 months,40.0
ID_69II4ON5K,50-59 months,29.0
ID_ZSBAP0WC4,50-59 months,29.0
ID_CKCW2JZKW,50-59 months,29.0
ID_7VJFKQ2LS,50-59 months,29.0
ID_QMLLA754T,60-69 months,40.0
ID_HH0LHDH4S,50-59 months,29.0
ID_D0T8WBLXU,60-69 months,40.0
ID_3O9EAC75T,50-59 months,29.0
ID_C8CMSX2O4,50-59 months,29.0
ID_PXCNYKI5Q,50-59 months,29.0
ID_KF8SVZGZK,50-59 months,29.0
ID_QV7MKJB7Y,50-59 months,29.0
ID_8D52OMW85,50-59 months,29.0
ID_XYN5H7WEU,50-59 months,29.0
ID_NW58M592E,60-69 months,40.0
ID_3Q7VJHIQL,50-59 months,29.0
ID_G729HBN8D,60-69 months,40.0
ID_XJMJV963S,60-69 months,40.0
ID_C458QL68P,50-59 months,29.0
ID_GUA1A2Y15,60-69 months,40.0
ID_2VX2T4ZIW,50-59 months,29.0
ID_G9QULFNGM,50-59 months,29.0
ID_RKICN14KW,50-59 months,29.0
ID_SOPV5OUMB,60-69 months,40.0
ID_UO1IDRMUM,50-59 months,29.0
ID_5Z7B1E01V,60-69 months,40.0
ID_GB7YZAOQH,60-69 months,40.0
ID_BJI3WQ5OD,50-59 months,29.0
ID_84G414JMH,50-59 months,29.0
ID_W2WI2HLX9,50-59 months,29.0
ID_SB4YKE3CC,50-59 months,29.0
ID_YVGEW6NXO,50-59 months,29.0
ID_IWD0DZ5MS,60-69 months,40.0
ID_T5WMPQYFK,50-59 months,29.0
ID_8WNZHOVAH,50-59 months,29.0
ID_KN5RSFV8Z,60-69 months,40.0
ID_KFIA2Z9SW,60-69 months,40.0
ID_OZ2HG1Q8Z,50-59 months,29.0
ID_NQUYTSE4K,60-69 months,40.0
ID_3BXGV3PI3,50-59 months,29.0
ID_MHGZ90JRI,50-59 months,29.0
ID_J6IHIU2NG,50-59 months,29.0
ID_75UO6UFP7,50-59 months,29.0
ID_ONQYM7SLL,60-69 months,40.0
ID_YBK8ROGMI,60-69 months,40.0
ID_A09XRL4SF,50-59 months,29.0
ID_TT61O6PEH,50-59 months,29.0
ID_FXCH4BJXN,60-69 months,40.0
ID_70KWHB3CW,60-69 months,40.0
ID_MQ06JN571,50-59 months,29.0
ID_SD373AX2Z,50-59 months,29.0
ID_1BRT2M842,50-59 months,29.0
ID_PDUYL41K1,60-69 months,40.0
ID_LVQKPYD0A,50-59 months,29.0
ID_1BMSGOM2G,60-69 months,40.0
ID_P77VID07K,60-69 months,40.0
ID_28RQ49FKT,50-59 months,29.0
ID_G6EQ1Y0CT,50-59 months,29.0
ID_3NT10IHX3,50-59 months,29.0
ID_8DBRKVQ67,50-59 months,29.0
ID_STRTLB7FK,50-59 months,29.0
ID_BP5M84ULN,50-59 months,29.0
